entity_id;name;area;device;state;unit
sensor.handy_sven_systolic_blood_pressure;Systolic blood pressure;;Handy-Sven;not_loaded;
sensor.handy_sven_total_calories_burned;Total calories burned;;Handy-Sven;not_loaded;
sensor.handy_sven_total_rx_gb;Total Rx GB;;Handy-Sven;not_loaded;
sensor.handy_sven_total_tx_gb;Total Tx GB;;Handy-Sven;not_loaded;
sensor.handy_sven_vo2_max;VO2 max;;Handy-Sven;not_loaded;
sensor.handy_sven_volume_level_accessibility;Volume level accessibility;;Handy-Sven;not_loaded;
sensor.handy_sven_volume_level_alarm;Volume level alarm;;Handy-Sven;not_loaded;
sensor.handy_sven_volume_level_call;Volume level call;;Handy-Sven;not_loaded;
sensor.handy_sven_volume_level_dtmf;Volume level DTMF;;Handy-Sven;not_loaded;
sensor.handy_sven_volume_level_music;Volume level music;;Handy-Sven;not_loaded;
sensor.handy_sven_volume_level_notification;Volume level notification;;Handy-Sven;not_loaded;
sensor.handy_sven_volume_level_ringer;Volume level ringer;;Handy-Sven;not_loaded;
sensor.handy_sven_volume_level_system;Volume level system;;Handy-Sven;not_loaded;
sensor.handy_sven_weight;Weight;;Handy-Sven;not_loaded;
sensor.handy_sven_wi_fi_bssid;Wi-Fi BSSID;;Handy-Sven;not_loaded;
sensor.handy_sven_wi_fi_connection;Wi-Fi connection;;Handy-Sven;not_loaded;
sensor.handy_sven_wi_fi_frequency;Wi-Fi frequency;;Handy-Sven;not_loaded;
sensor.handy_sven_wi_fi_ip_address;Wi-Fi IP address;;Handy-Sven;not_loaded;
sensor.handy_sven_wi_fi_link_speed;Wi-Fi link speed;;Handy-Sven;not_loaded;
sensor.handy_sven_wi_fi_signal_strength;Wi-Fi signal strength;;Handy-Sven;not_loaded;
sensor.home_assistant_core_cpu_percent;CPU Prozent;;Home Assistant Core;not_loaded;
sensor.home_assistant_core_memory_percent;Arbeitsspeicher in Prozent;;Home Assistant Core;not_loaded;
sensor.home_assistant_host_apparmor_version;AppArmor-Version;;Home Assistant Host;not_loaded;
sensor.home_assistant_host_disk_free;Speicherplatz frei;;Home Assistant Host;not_loaded;
sensor.home_assistant_host_disk_total;Speicherplatz gesamt;;Home Assistant Host;not_loaded;
sensor.home_assistant_host_disk_used;Speicherplatz genutzt;;Home Assistant Host;not_loaded;
sensor.home_assistant_host_os_agent_version;OS Agent Version;;Home Assistant Host;not_loaded;
sensor.home_assistant_operating_system_newest_version;Neueste Version;;Home Assistant Operating System;not_loaded;
sensor.home_assistant_operating_system_version;Version;;Home Assistant Operating System;not_loaded;
sensor.home_assistant_supervisor_cpu_percent;CPU Prozent;;Home Assistant Supervisor;not_loaded;
sensor.home_assistant_supervisor_memory_percent;Arbeitsspeicher in Prozent;;Home Assistant Supervisor;not_loaded;
sensor.ikea_plug_01_current;ikea_plug_01 Stromstärke;laundry_room;ikea_plug_01;0.04;A
sensor.ikea_plug_01_energy;ikea_plug_01 Energie;laundry_room;ikea_plug_01;3;kWh
sensor.ikea_plug_01_power;ikea_plug_01 Leistung;laundry_room;ikea_plug_01;4.8;W
sensor.ikea_plug_01_voltage;ikea_plug_01 Spannung;laundry_room;ikea_plug_01;243.1;V
sensor.laundry_room_dryer_door;siemens_dryer_01 Tür;laundry_room;siemens_dryer_01;closed;
sensor.laundry_room_dryer_operation_state;siemens_dryer_01 Betriebszustand;laundry_room;siemens_dryer_01;finished;
sensor.laundry_room_dryer_program_end_time;siemens_dryer_01 Programm-Endzeit;laundry_room;siemens_dryer_01;2026-07-13T23:07:16+00:00;
sensor.laundry_room_dryer_program_progress;siemens_dryer_01 Programm-Fortschritt;laundry_room;siemens_dryer_01;0;%
sensor.lea_room_fyta_g1_01_batterie;fyta_g1_01 Batterie;lea_room;fyta_g1_01;10.0;%
sensor.lea_room_fyta_g1_01_beleuchtung;fyta_g1_01 Beleuchtung;lea_room;fyta_g1_01;0.0;μmol/s⋅m²
sensor.lea_room_fyta_g1_01_beleuchtungsstatus;fyta_g1_01 Beleuchtungsstatus;lea_room;fyta_g1_01;perfect;
sensor.lea_room_fyta_g1_01_feuchtigkeit;fyta_g1_01 Feuchtigkeit;lea_room;fyta_g1_01;32.0;%
sensor.lea_room_fyta_g1_01_feuchtigkeitsstatus;fyta_g1_01 Feuchtigkeitsstatus;lea_room;fyta_g1_01;low;
sensor.lea_room_fyta_g1_01_letzte_dungung;fyta_g1_01 Letzte Düngung;lea_room;fyta_g1_01;2025-08-17T00:00:00;
sensor.lea_room_fyta_g1_01_nachste_dungung;fyta_g1_01 Nächste Düngung;lea_room;fyta_g1_01;2026-02-23T00:00:00;
sensor.lea_room_fyta_g1_01_nahrstoff_status;fyta_g1_01 Nährstoff-Status;lea_room;fyta_g1_01;too_low;
sensor.lea_room_fyta_g1_01_pflanzenzustand;fyta_g1_01 Pflanzenzustand;lea_room;fyta_g1_01;need_attention;
sensor.lea_room_fyta_g1_01_ph;fyta_g1_01 pH;lea_room;fyta_g1_01;unknown;
sensor.lea_room_fyta_g1_01_salzgehalt;fyta_g1_01 Salzgehalt;lea_room;fyta_g1_01;1.0;mS/cm
sensor.lea_room_fyta_g1_01_salzgehalt_status;fyta_g1_01 Salzgehalt-Status;lea_room;fyta_g1_01;too_high;
sensor.lea_room_fyta_g1_01_temperatur;fyta_g1_01 Temperatur;lea_room;fyta_g1_01;27.0;°C
sensor.lea_room_fyta_g1_01_temperatur_status;fyta_g1_01 Temperatur-Status;lea_room;fyta_g1_01;perfect;
sensor.lea_room_fyta_g1_01_wissenschaftlicher_name;fyta_g1_01 Wissenschaftlicher Name;lea_room;fyta_g1_01;Monstera deliciosa;
sensor.lea_room_fyta_g1_03_batterie;fyta_g1_03 Batterie;lea_room;fyta_g1_03;40.0;%
sensor.lea_room_fyta_g1_03_beleuchtung;fyta_g1_03 Beleuchtung;lea_room;fyta_g1_03;0.0;μmol/s⋅m²
sensor.lea_room_fyta_g1_03_beleuchtungsstatus;fyta_g1_03 Beleuchtungsstatus;lea_room;fyta_g1_03;low;
sensor.lea_room_fyta_g1_03_feuchtigkeit;fyta_g1_03 Feuchtigkeit;lea_room;fyta_g1_03;35.0;%
sensor.lea_room_fyta_g1_03_feuchtigkeitsstatus;fyta_g1_03 Feuchtigkeitsstatus;lea_room;fyta_g1_03;low;
sensor.lea_room_fyta_g1_03_letzte_dungung;fyta_g1_03 Letzte Düngung;lea_room;fyta_g1_03;2026-06-27T00:00:00;
sensor.lea_room_fyta_g1_03_nachste_dungung;fyta_g1_03 Nächste Düngung;lea_room;fyta_g1_03;2026-08-08T00:00:00;
sensor.lea_room_fyta_g1_03_nahrstoff_status;fyta_g1_03 Nährstoff-Status;lea_room;fyta_g1_03;perfect;
sensor.lea_room_fyta_g1_03_pflanzenzustand;fyta_g1_03 Pflanzenzustand;lea_room;fyta_g1_03;need_attention;
sensor.lea_room_fyta_g1_03_ph;fyta_g1_03 pH;lea_room;fyta_g1_03;unknown;
sensor.lea_room_fyta_g1_03_salzgehalt;fyta_g1_03 Salzgehalt;lea_room;fyta_g1_03;2.0;mS/cm
sensor.lea_room_fyta_g1_03_salzgehalt_status;fyta_g1_03 Salzgehalt-Status;lea_room;fyta_g1_03;too_high;
sensor.lea_room_fyta_g1_03_temperatur;fyta_g1_03 Temperatur;lea_room;fyta_g1_03;27.0;°C
sensor.lea_room_fyta_g1_03_temperatur_status;fyta_g1_03 Temperatur-Status;lea_room;fyta_g1_03;perfect;
sensor.lea_room_fyta_g1_03_wissenschaftlicher_name;fyta_g1_03 Wissenschaftlicher Name;lea_room;fyta_g1_03;Philodendron erubescens;
sensor.lea_room_humidity;sonoff_th_06 Luftfeuchtigkeit;lea_room;sonoff_th_06;53;%
sensor.lea_room_temperature;sonoff_th_06 Temperatur;lea_room;sonoff_th_06;27.3;°C
sensor.living_room_absolute_humidity;Living Room Absolute Humidity;;;11.47;g/m³
sensor.living_room_dew_point;Living Room Dew Point;;;13.8;°C
sensor.living_room_esp32_display_01_display_livingroom_01_ip_address;esp32_display_01 display-livingroom-01 IP Address;living_room;esp32_display_01;192.168.2.48;
sensor.living_room_esp32_display_01_esp_connected_bssid;esp32_display_01 ESP Connected BSSID;living_room;esp32_display_01;74:83:C2:34:88:87;
sensor.living_room_esp32_display_01_wifi_signal_sensor;esp32_display_01 WiFi Signal Sensor;living_room;esp32_display_01;-51.0;dBm
sensor.living_room_f_rsi_live;Living Room f_Rsi Live;;;unavailable;
sensor.living_room_fyta_g1_02_batterie;fyta_g1_02 Batterie;living_room;fyta_g1_02;0.0;%
sensor.living_room_fyta_g1_02_beleuchtung;fyta_g1_02 Beleuchtung;living_room;fyta_g1_02;18.0;μmol/s⋅m²
sensor.living_room_fyta_g1_02_beleuchtungsstatus;fyta_g1_02 Beleuchtungsstatus;living_room;fyta_g1_02;perfect;
sensor.living_room_fyta_g1_02_feuchtigkeit;fyta_g1_02 Feuchtigkeit;living_room;fyta_g1_02;32.0;%
sensor.living_room_fyta_g1_02_feuchtigkeitsstatus;fyta_g1_02 Feuchtigkeitsstatus;living_room;fyta_g1_02;low;
sensor.living_room_fyta_g1_02_letzte_dungung;fyta_g1_02 Letzte Düngung;living_room;fyta_g1_02;2025-09-25T00:00:00;
sensor.living_room_fyta_g1_02_nachste_dungung;fyta_g1_02 Nächste Düngung;living_room;fyta_g1_02;2025-11-12T00:00:00;
sensor.living_room_fyta_g1_02_nahrstoff_status;fyta_g1_02 Nährstoff-Status;living_room;fyta_g1_02;too_low;
sensor.living_room_fyta_g1_02_pflanzenzustand;fyta_g1_02 Pflanzenzustand;living_room;fyta_g1_02;need_attention;
sensor.living_room_fyta_g1_02_ph;fyta_g1_02 pH;living_room;fyta_g1_02;unknown;
sensor.living_room_fyta_g1_02_salzgehalt;fyta_g1_02 Salzgehalt;living_room;fyta_g1_02;1.0;mS/cm
sensor.living_room_fyta_g1_02_salzgehalt_status;fyta_g1_02 Salzgehalt-Status;living_room;fyta_g1_02;too_high;
sensor.living_room_fyta_g1_02_temperatur;fyta_g1_02 Temperatur;living_room;fyta_g1_02;24.0;°C
sensor.living_room_fyta_g1_02_temperatur_status;fyta_g1_02 Temperatur-Status;living_room;fyta_g1_02;perfect;
sensor.living_room_fyta_g1_02_wissenschaftlicher_name;fyta_g1_02 Wissenschaftlicher Name;living_room;fyta_g1_02;Citrus japonica;
sensor.living_room_humidity;sonoff_th_02 Luftfeuchtigkeit;living_room;sonoff_th_02;49.4;%
sensor.living_room_shelly_plusuni_01_input_2_impulszahler;shelly_plusuni_01 Input 2 Impulszähler;living_room;shelly_plusuni_01;6;pulse
sensor.living_room_shelly_plusuni_01_input_2_impulszahler_frequenz;shelly_plusuni_01 Input 2 Impulszähler-Frequenz;living_room;shelly_plusuni_01;0.0;Hz
sensor.living_room_temperature;sonoff_th_02 Temperatur;living_room;sonoff_th_02;25.2;°C
sensor.living_room_wall_surface_humidity;Living Room Wall Surface Humidity;;;53.7;%
sensor.living_room_wall_surface_humidity_24h;living_room_wall_surface_humidity_24h;;;54.32;%
sensor.living_room_wall_temperature;Living Room Wall Temperature;;;23.8;°C
sensor.mat_de_letzte_datenabfrage;Letzte Datenabfrage;virtual;mat*** (DE);not_loaded;
sensor.mat_de_letzte_detailabfrage;Letzte Detailabfrage;virtual;mat*** (DE);not_loaded;
sensor.mat_de_letzte_energieabfrage;Letzte Energieabfrage;virtual;mat*** (DE);not_loaded;
sensor.matter_server_cpu_percent;CPU Prozent;;Matter Server;not_loaded;
sensor.matter_server_memory_percent;Arbeitsspeicher in Prozent;;Matter Server;not_loaded;
sensor.matter_server_newest_version;Neueste Version;;Matter Server;not_loaded;
sensor.matter_server_version;Version;;Matter Server;not_loaded;
sensor.matzenmedia02_betriebszeit;Betriebszeit;boiler_room;synology_ds225_01;not_loaded;
sensor.matzenmedia02_cpu_auslastung_andere;CPU-Auslastung (andere);boiler_room;synology_ds225_01;not_loaded;
sensor.matzenmedia02_cpu_auslastung_system;CPU-Auslastung (System);boiler_room;synology_ds225_01;not_loaded;
sensor.matzenmedia02_drive_1_status_smart;Status (smart);boiler_room;synology_ds225_01_drive1;not_loaded;
sensor.matzenmedia02_drive_2_status_smart;Status (smart);boiler_room;synology_ds225_01_drive2;not_loaded;
sensor.matzenmedia02_durchschnittliche_cpu_last_1_min;Durchschnittliche CPU-Last (1 min);boiler_room;synology_ds225_01;not_loaded;
sensor.matzenmedia02_speicher_im_cache;Speicher im Cache;boiler_room;synology_ds225_01;not_loaded;
sensor.matzenmedia02_speichergrosse;Speichergröße;boiler_room;synology_ds225_01;not_loaded;
sensor.matzenmedia02_volume_1_gesamtgrosse;Gesamtgröße;boiler_room;synology_ds225_01_volume1;not_loaded;
sensor.matzenmedia02_volume_1_maximale_festplattentemperatur;Maximale Festplattentemperatur;boiler_room;synology_ds225_01_volume1;not_loaded;
sensor.mosquitto_broker_arbeitsspeicher_in_prozent;Arbeitsspeicher in Prozent;;Mosquitto broker;not_loaded;
sensor.mosquitto_broker_cpu_prozent;CPU Prozent;;Mosquitto broker;not_loaded;
sensor.mosquitto_broker_neueste_version;Neueste Version;;Mosquitto broker;not_loaded;
sensor.mosquitto_broker_version;Version;;Mosquitto broker;not_loaded;
sensor.nous_plug_01_current;nous_plug_01 Stromstärke;anna_room;nous_plug_01;0;A
sensor.nous_plug_01_energy;nous_plug_01 Energie;anna_room;nous_plug_01;31.02;kWh
sensor.nous_plug_01_power;nous_plug_01 Leistung;anna_room;nous_plug_01;0;W
sensor.nous_plug_01_voltage;nous_plug_01 Spannung;anna_room;nous_plug_01;243;V
sensor.onedrive_backup_arbeitsspeicher_in_prozent;Arbeitsspeicher in Prozent;;OneDrive Backup;not_loaded;
sensor.onedrive_backup_cpu_prozent;CPU Prozent;;OneDrive Backup;not_loaded;
sensor.onedrive_backup_neueste_version;Neueste Version;;OneDrive Backup;not_loaded;
sensor.onedrive_backup_version;Version;;OneDrive Backup;not_loaded;
sensor.onedrivebackup;;;;Backed_Up;
sensor.onedrivefilesync;;;;Synced;
sensor.openthread_border_router_arbeitsspeicher_in_prozent;Arbeitsspeicher in Prozent;;OpenThread Border Router;not_loaded;
sensor.openthread_border_router_cpu_prozent;CPU Prozent;;OpenThread Border Router;not_loaded;
sensor.openthread_border_router_neueste_version;Neueste Version;;OpenThread Border Router;not_loaded;
sensor.openthread_border_router_version;Version;;OpenThread Border Router;not_loaded;
sensor.outdoor_absolute_humidity;Outdoor Absolute Humidity;;;10.91;g/m³
sensor.outdoor_dew_point;Outdoor Dew Point;;;12.8;°C
sensor.outdoor_humidity;Outdoor Humidity;;;62;%
sensor.outdoor_temperature;Outdoor Temperature;;;20.3;°C
sensor.power_main_betriebszeit;Betriebszeit;staircase_basement;shelly_3empro_01;not_loaded;
sensor.power_main_daily;power_main_daily;;;2.64295;kWh
sensor.power_main_energy;shelly_3empro_01 Energie;staircase_basement;shelly_3empro_01;6595.15819;kWh
sensor.power_main_energy_returned;shelly_3empro_01 Energieeinspeisung;staircase_basement;shelly_3empro_01;278.28598;kWh
sensor.power_main_phase_a_apparent_power;power-main Phase A Scheinleistung;staircase_basement;power-main Phase A;211.8;VA
sensor.power_main_phase_a_energie;Energie;staircase_basement;power-main Phase A;not_loaded;
sensor.power_main_phase_a_energieeinspeisung;Energieeinspeisung;staircase_basement;power-main Phase A;not_loaded;
sensor.power_main_phase_a_frequenz;Frequenz;staircase_basement;power-main Phase A;not_loaded;
sensor.power_main_phase_a_power;power-main Phase A Leistung;staircase_basement;power-main Phase A;127.6;W
sensor.power_main_phase_a_power_factor;power-main Phase A Leistungsfaktor;staircase_basement;power-main Phase A;0.59;
sensor.power_main_phase_a_spannung;Spannung;staircase_basement;power-main Phase A;not_loaded;
sensor.power_main_phase_a_stromstarke;Stromstärke;staircase_basement;power-main Phase A;not_loaded;
sensor.power_main_phase_b_apparent_power;power-main Phase B Scheinleistung;staircase_basement;power-main Phase B;131.3;VA
sensor.power_main_phase_b_energie;Energie;staircase_basement;power-main Phase B;not_loaded;
sensor.power_main_phase_b_energieeinspeisung;Energieeinspeisung;staircase_basement;power-main Phase B;not_loaded;
sensor.power_main_phase_b_frequenz;Frequenz;staircase_basement;power-main Phase B;not_loaded;
sensor.power_main_phase_b_power;power-main Phase B Leistung;staircase_basement;power-main Phase B;71.8;W
sensor.power_main_phase_b_power_factor;power-main Phase B Leistungsfaktor;staircase_basement;power-main Phase B;0.54;
sensor.power_main_phase_b_spannung;Spannung;staircase_basement;power-main Phase B;not_loaded;
sensor.power_main_phase_b_stromstarke;Stromstärke;staircase_basement;power-main Phase B;not_loaded;
sensor.power_main_phase_c_apparent_power;power-main Phase C Scheinleistung;staircase_basement;power-main Phase C;196.1;VA
sensor.power_main_phase_c_energie;Energie;staircase_basement;power-main Phase C;not_loaded;
sensor.power_main_phase_c_energieeinspeisung;Energieeinspeisung;staircase_basement;power-main Phase C;not_loaded;
sensor.power_main_phase_c_frequenz;Frequenz;staircase_basement;power-main Phase C;not_loaded;
sensor.power_main_phase_c_power;power-main Phase C Leistung;staircase_basement;power-main Phase C;171.2;W
sensor.power_main_phase_c_power_factor;power-main Phase C Leistungsfaktor;staircase_basement;power-main Phase C;0.89;
sensor.power_main_phase_c_spannung;Spannung;staircase_basement;power-main Phase C;not_loaded;
sensor.power_main_phase_c_stromstarke;Stromstärke;staircase_basement;power-main Phase C;not_loaded;
sensor.power_main_power;shelly_3empro_01 Leistung;staircase_basement;shelly_3empro_01;370.635;W
sensor.power_main_stromstarke;Stromstärke;staircase_basement;shelly_3empro_01;not_loaded;
sensor.samba_share_arbeitsspeicher_in_prozent;Arbeitsspeicher in Prozent;;Samba share;not_loaded;
sensor.samba_share_cpu_prozent;CPU Prozent;;Samba share;not_loaded;
sensor.samba_share_neueste_version;Neueste Version;;Samba share;not_loaded;
sensor.samba_share_version;Version;;Samba share;not_loaded;
sensor.shelly1minig3_54320461c1ac_betriebszeit;Betriebszeit;living_room;shelly_minig3_01;not_loaded;
sensor.shelly1minig3_54320461c1ac_signalstarke;Signalstärke;living_room;shelly_minig3_01;not_loaded;
sensor.shelly1minig3_54320461c1ac_temperatur;Temperatur;living_room;shelly_minig3_01;not_loaded;
sensor.shelly_dw2_01_batterie;shelly_dw2_01 Batterie;;shelly_dw2_01;100;%
sensor.shelly_dw2_01_beleuchtungsstarke;shelly_dw2_01 Beleuchtungsstärke;;shelly_dw2_01;0;lx
sensor.shelly_dw2_01_kippstellung;shelly_dw2_01 Kippstellung;;shelly_dw2_01;-1;°
sensor.shelly_dw2_01_temperatur;shelly_dw2_01 Temperatur;;shelly_dw2_01;24.7;°C
sensor.shelly_dw_01_battery;shelly_dw_01 Batterie;bedroom;shelly_dw_01;98;%
sensor.shelly_dw_01_illuminance;shelly_dw_01 Beleuchtungsstärke;bedroom;shelly_dw_01;17.0;lx
sensor.shelly_dw_02_battery;shelly_dw_02 Batterie;toilet;shelly_dw_02;100;%
sensor.shelly_dw_03_battery;shelly_dw_03 Batterie;bathroom;shelly_dw_03;100;%
sensor.shelly_dw_03_illuminance;shelly_dw_03 Beleuchtungsstärke;bathroom;shelly_dw_03;21.0;lx
sensor.shelly_dw_04_battery;shelly_dw_04 Batterie;lea_room;shelly_dw_04;100;%
sensor.shelly_dw_05_battery;shelly_dw_05 Batterie;anna_room;shelly_dw_05;100;%
sensor.shelly_dw_06_battery;shelly_dw_06 Batterie;anna_room;shelly_dw_06;100;%
sensor.shellyblugw_08d1f90c9d6c_betriebszeit;Betriebszeit;attic;shelly_blugw_01;not_loaded;
sensor.shellyblugw_08d1f90c9d6c_signalstarke;Signalstärke;attic;shelly_blugw_01;not_loaded;
sensor.shellyplusplugs_80646fce4be8_betriebszeit;Betriebszeit;staircase_ground_floor;shelly_plusplug_01;not_loaded;
sensor.shellyplusplugs_80646fce4be8_signalstarke;Signalstärke;staircase_ground_floor;shelly_plusplug_01;not_loaded;
sensor.shellyplusplugs_80646fce4be8_video_indicator_spannung;Video Indicator Spannung;staircase_ground_floor;shelly_plusplug_01;not_loaded;
sensor.shellyplusplugs_80646fce4be8_video_indicator_stromstarke;Video Indicator Stromstärke;staircase_ground_floor;shelly_plusplug_01;not_loaded;
sensor.shellyplusplugs_80646fce4be8_video_indicator_temperatur;Video Indicator Temperatur;staircase_ground_floor;shelly_plusplug_01;not_loaded;
sensor.shellyplusuni_e08cfe8b4a18_betriebszeit;Betriebszeit;living_room;shelly_plusuni_01;not_loaded;
sensor.shellyplusuni_e08cfe8b4a18_signalstarke;Signalstärke;living_room;shelly_plusuni_01;not_loaded;
sensor.solarbank_01_charge_energy;solarbank_01_charge_energy;;;1.116;kWh
sensor.solarbank_01_discharge_energy;solarbank_01_discharge_energy;;;0.915;kWh
sensor.sonoff_plug_01_current;sonoff_plug_01 Stromstärke;living_room;sonoff_plug_01;0;A
sensor.sonoff_plug_01_energy;sonoff_plug_01 Energie;living_room;sonoff_plug_01;0;kWh
sensor.sonoff_plug_01_energy_month;sonoff_plug_01 Energie;living_room;sonoff_plug_01;0;kWh
sensor.sonoff_plug_01_energy_today;sonoff_plug_01 Energie;living_room;sonoff_plug_01;0;kWh
sensor.sonoff_plug_01_energy_yesterday;sonoff_plug_01 Energie;living_room;sonoff_plug_01;0;kWh
sensor.sonoff_plug_01_overload_protection;sonoff_plug_01 Overload protection;living_room;sonoff_plug_01;{'enable_max_voltage': 'DISABLE', 'enable_min_current': 'DISABLE', 'enable_min_power': 'DISABLE', 'enable_min_voltage': 'DISABLE', 'max_current': 0, 'max_power': 0, 'max_voltage': 0, 'min_current': 0, 'min_power': 0, 'min_voltage': 0};
sensor.sonoff_plug_01_power;sonoff_plug_01 Leistung;living_room;sonoff_plug_01;0;W
sensor.sonoff_plug_01_voltage;sonoff_plug_01 Spannung;living_room;sonoff_plug_01;243.54;V
sensor.sonoff_plug_02_current;sonoff_plug_02 Stromstärke;bedroom;sonoff_plug_02;0;A
sensor.sonoff_plug_02_energy;sonoff_plug_02 Energie;bedroom;sonoff_plug_02;0;kWh
sensor.sonoff_plug_02_energy_month;sonoff_plug_02 Energie;bedroom;sonoff_plug_02;0;kWh
sensor.sonoff_plug_02_energy_today;sonoff_plug_02 Energie;bedroom;sonoff_plug_02;0;kWh
sensor.sonoff_plug_02_energy_yesterday;sonoff_plug_02 Energie;bedroom;sonoff_plug_02;0;kWh
sensor.sonoff_plug_02_overload_protection;sonoff_plug_02 Overload protection;bedroom;sonoff_plug_02;{'enable_max_voltage': 'DISABLE', 'enable_min_current': 'DISABLE', 'enable_min_power': 'DISABLE', 'enable_min_voltage': 'DISABLE', 'max_current': 0, 'max_power': 0, 'max_voltage': 0, 'min_current': 0, 'min_power': 0, 'min_voltage': 0};
sensor.sonoff_plug_02_power;sonoff_plug_02 Leistung;bedroom;sonoff_plug_02;0;W
sensor.sonoff_plug_02_voltage;sonoff_plug_02 Spannung;bedroom;sonoff_plug_02;243.34;V
sensor.sonoff_plug_03_current;sonoff_plug_03 Stromstärke;lea_room;sonoff_plug_03;0;A
sensor.sonoff_plug_03_energy;sonoff_plug_03 Energie;lea_room;sonoff_plug_03;0;kWh
sensor.sonoff_plug_03_energy_month;sonoff_plug_03 Energie;lea_room;sonoff_plug_03;0;kWh
sensor.sonoff_plug_03_energy_today;sonoff_plug_03 Energie;lea_room;sonoff_plug_03;0;kWh
sensor.sonoff_plug_03_energy_yesterday;sonoff_plug_03 Energie;lea_room;sonoff_plug_03;0;kWh
sensor.sonoff_plug_03_overload_protection;sonoff_plug_03 Overload protection;lea_room;sonoff_plug_03;{'enable_max_voltage': 'DISABLE', 'enable_min_current': 'DISABLE', 'enable_min_power': 'DISABLE', 'enable_min_voltage': 'DISABLE', 'max_current': 0, 'max_power': 0, 'max_voltage': 0, 'min_current': 0, 'min_power': 0, 'min_voltage': 0};
sensor.sonoff_plug_03_power;sonoff_plug_03 Leistung;lea_room;sonoff_plug_03;0;W
sensor.sonoff_plug_03_voltage;sonoff_plug_03 Spannung;lea_room;sonoff_plug_03;243.91;V
sensor.sonoff_plug_04_current;sonoff_plug_04 Stromstärke;storage_room;sonoff_plug_04;0.66;A
sensor.sonoff_plug_04_energy;sonoff_plug_04 Energie;storage_room;sonoff_plug_04;0;kWh
sensor.sonoff_plug_04_energy_month;sonoff_plug_04 Energie;storage_room;sonoff_plug_04;0;kWh
sensor.sonoff_plug_04_energy_today;sonoff_plug_04 Energie;storage_room;sonoff_plug_04;0;kWh
sensor.sonoff_plug_04_energy_yesterday;sonoff_plug_04 Energie;storage_room;sonoff_plug_04;0;kWh
sensor.sonoff_plug_04_overload_protection;sonoff_plug_04 Overload protection;storage_room;sonoff_plug_04;{'enable_max_voltage': 'DISABLE', 'enable_min_current': 'DISABLE', 'enable_min_power': 'DISABLE', 'enable_min_voltage': 'DISABLE', 'max_current': 0, 'max_power': 0, 'max_voltage': 0, 'min_current': 0, 'min_power': 0, 'min_voltage': 0};
sensor.sonoff_plug_04_power;sonoff_plug_04 Leistung;storage_room;sonoff_plug_04;146.64;W
sensor.sonoff_plug_04_voltage;sonoff_plug_04 Spannung;storage_room;sonoff_plug_04;244.68;V
sensor.sonoff_th_01_battery;sonoff_th_01 Batterie;bedroom;sonoff_th_01;100;%
sensor.sonoff_th_02_battery;sonoff_th_02 Batterie;living_room;sonoff_th_02;100;%
sensor.sonoff_th_03_battery;sonoff_th_03 Batterie;garden_north;sonoff_th_03;100;%
sensor.sonoff_th_04_battery;sonoff_th_04 Batterie;storage_room;sonoff_th_04;100;%
sensor.sonoff_th_05_battery;sonoff_th_05 Batterie;terrace;sonoff_th_05;100;%
sensor.sonoff_th_06_battery;sonoff_th_06 Batterie;lea_room;sonoff_th_06;100;%
sensor.sonoff_th_07_battery;sonoff_th_07 Batterie;anna_room;sonoff_th_07;100;%
sensor.sonoff_th_08_battery;sonoff_th_08 Batterie;bathroom;sonoff_th_08;100;%
sensor.staircase_basement_anker_shellypro3em_01_cloud_zustand;anker_shellypro3em_01 Cloud Zustand;staircase_basement;anker_shellypro3em_01;online;
sensor.staircase_basement_anker_shellypro3em_01_netz_status;anker_shellypro3em_01 Netz Status;staircase_basement;anker_shellypro3em_01;ok;
sensor.staircase_basement_anker_shellypro3em_01_netzbezug;anker_shellypro3em_01 Netzbezug;staircase_basement;anker_shellypro3em_01;413;W
sensor.staircase_basement_anker_shellypro3em_01_netzeinspeisung;anker_shellypro3em_01 Netzeinspeisung;staircase_basement;anker_shellypro3em_01;0;W
sensor.staircase_basement_shelly_3empro_01_scheinleistung;shelly_3empro_01 Scheinleistung;staircase_basement;shelly_3empro_01;539.148;VA
sensor.staircase_basement_shelly_3empro_01_temperatur;shelly_3empro_01 Temperatur;staircase_basement;shelly_3empro_01;46.0;°C
sensor.staircase_ground_floor_shelly_plusplug_01_video_indicator_energie;shelly_plusplug_01 Video Indicator Energie;staircase_ground_floor;shelly_plusplug_01;0.691633;kWh
sensor.staircase_ground_floor_shelly_plusplug_01_video_indicator_leistung;shelly_plusplug_01 Video Indicator Leistung;staircase_ground_floor;shelly_plusplug_01;0.0;W
sensor.storage_room_absolute_humidity;Storage Room Absolute Humidity;;;11.61;g/m³
sensor.storage_room_dew_point;Storage Room Dew Point;;;13.8;°C
sensor.storage_room_humidity;sonoff_th_04 Luftfeuchtigkeit;storage_room;sonoff_th_04;61.7;%
sensor.storage_room_temperature;sonoff_th_04 Temperatur;storage_room;sonoff_th_04;21.5;°C
sensor.storage_room_wall_surface_humidity;Storage Room Wall Surface Humidity;;;62.8;%
sensor.storage_room_wall_surface_humidity_24h;storage_room_wall_surface_humidity_24h;;;54.73;%
sensor.storage_room_wall_temperature;Storage Room Wall Temperature;;;21.2;°C
sensor.studio_code_server_arbeitsspeicher_in_prozent;Arbeitsspeicher in Prozent;;Studio Code Server;not_loaded;
